rh,temp,co2
66.011,27.509,99.5999984741
66.042,27.511,100.400001526
66.042,27.511,100.900001526
65.998,27.517,99.3000030518
65.998,27.517,99.9000015259
65.934,27.521,99.9000015259
65.934,27.521,99.5999984741
65.911,27.526,99.1999969482
65.911,27.526,98.8000030518
65.934,27.521,98.1999969482
65.934,27.521,97.1999969482
65.899,27.533,96.9000015259
65.782,27.546,97.1999969482
65.782,27.546,98.0999984741
65.756,27.552,98.5
65.756,27.552,97.1999969482
65.782,27.546,97.0999984741
65.782,27.546,97.0999984741
65.713,27.559,95.5999984741
65.713,27.559,96.0999984741
65.632,27.566,96.0999984741
65.632,27.566,96.4000015259
65.666,27.576,95.6999969482
65.666,27.576,95.1999969482
65.712,27.588,95.5
65.712,27.588,95.8000030518
65.666,27.576,95.5
65.666,27.576,95.3000030518
65.712,27.588,94.5999984741
65.712,27.588,95.0999984741
65.712,27.588,95
65.712,27.588,95.5999984741
65.712,27.588,95.3000030518
65.712,27.588,95.1999969482
65.712,27.588,95.1999969482
65.712,27.588,94.9000015259
65.712,27.588,94.9000015259
65.712,27.588,95.0999984741
65.712,27.588,95.1999969482
65.712,27.588,95.5999984741
65.703,27.592,95.6999969482
65.703,27.592,95.3000030518
65.712,27.588,95.8000030518
65.712,27.588,95.4000015259
65.712,27.588,95.4000015259
65.712,27.588,95.6999969482
65.712,27.588,95.3000030518
65.712,27.588,96.3000030518
65.712,27.588,95.5999984741
65.712,27.588,95.4000015259
65.712,27.588,95.8000030518
65.712,27.588,96
65.926,27.619,97.5
65.926,27.619,98
65.719,27.62,97.0999984741
65.719,27.62,97.9000015259
65.926,27.619,97.5999984741
65.926,27.619,98.6999969482
65.565,27.619,98.0999984741
65.565,27.619,97.6999969482
65.487,27.616,98.3000030518
65.42,27.614,98.0999984741
65.42,27.614,98.6999969482
65.3,27.614,99.5
65.3,27.614,100.099998474
65.42,27.614,99.4000015259
65.42,27.614,99
65.125,27.617,100.300003052
65.125,27.617,100.599998474
65.125,27.617,100.800003052
64.908,27.618,100.900001526
64.908,27.618,102.300003052
64.56,27.619,102.599998474
64.397,27.618,102
64.397,27.618,102.199996948
64.397,27.618,102.300003052
64.241,27.617,102.400001526
64.241,27.617,103.300003052
64.397,27.618,102.099998474
64.397,27.618,102.599998474
64.112,27.619,102.099998474
63.938,27.623,102.900001526
63.889,27.625,101.599998474
63.889,27.625,102.300003052
63.745,27.621,101.800003052
63.745,27.621,101.599998474
63.889,27.625,101.699996948
63.889,27.625,101.199996948
63.889,27.625,101.099998474
63.889,27.625,100.300003052
63.745,27.621,100.099998474
63.745,27.621,99.9000015259
63.885,27.615,100.5
63.885,27.615,101
63.745,27.621,100.300003052
63.745,27.621,100.400001526
63.885,27.615,100.5
63.885,27.615,100.099998474
63.885,27.615,99.9000015259
63.885,27.615,100.199996948
63.885,27.615,101.5
63.885,27.615,101.900001526
63.885,27.615,101.5
63.885,27.615,102
63.885,27.615,101.800003052
63.885,27.615,101
63.885,27.615,101
63.885,27.615,101.099998474
63.885,27.615,101.800003052
63.885,27.615,101.599998474
63.834,27.592,101.800003052
63.834,27.592,102.800003052
63.799,27.591,101.699996948
63.799,27.591,102.599998474
63.799,27.591,103.599998474
63.834,27.592,102.699996948
63.799,27.591,102.699996948
63.799,27.591,102.5
63.682,27.59,102.699996948
63.682,27.59,102.900001526
63.704,27.588,104.300003052
63.704,27.588,103.5
63.704,27.588,103.5
63.691,27.587,103
63.704,27.588,103.099998474
63.704,27.588,103.800003052
63.614,27.585,103.300003052
63.614,27.585,103.300003052
63.6,27.582,104.099998474
63.6,27.582,103.400001526
63.659,27.57,103.900001526
63.659,27.57,103.300003052
63.687,27.562,103.300003052
63.687,27.562,103.699996948
63.659,27.57,104.800003052
63.659,27.57,105.199996948
63.732,27.554,105.599998474
63.732,27.554,105.800003052
63.738,27.544,105.300003052
63.738,27.544,106
63.712,27.536,107.5
63.712,27.536,106.199996948
63.738,27.544,106.699996948
63.738,27.544,107.199996948
63.738,27.544,106.699996948
63.738,27.544,106.900001526
63.654,27.504,106.599998474
63.654,27.504,106.5
63.712,27.536,107.5
63.712,27.536,107.5
63.66,27.484,107.099998474
63.66,27.484,108.099998474
63.621,27.478,107.800003052
63.621,27.478,107.800003052
63.66,27.484,108.300003052
63.66,27.484,108.599998474
63.621,27.469,107.800003052
63.621,27.469,108.5
63.621,27.478,108
63.621,27.478,107.900001526
63.621,27.478,107
63.621,27.478,108.400001526
63.621,27.478,109.199996948
63.621,27.478,108.800003052
63.621,27.478,108.900001526
63.621,27.478,109.5
63.621,27.478,108.5
63.621,27.478,108.699996948
63.621,27.478,108.599998474
63.621,27.478,108.199996948
64.136,27.402,109.400001526
64.136,27.402,109.5
64.107,27.395,109.599998474
64.107,27.395,109.699996948
64.136,27.402,109.900001526
64.136,27.402,110
64.066,27.39,110
64.066,27.39,111
64.045,27.38,110.300003052
64.045,27.38,109.599998474
64.123,27.374,109.400001526
64.123,27.374,109.5
64.218,27.364,109.5
64.218,27.364,110.699996948
64.218,27.364,110.400001526
64.123,27.374,110.900001526
64.123,27.374,109.900001526
64.297,27.351,110
64.297,27.351,110.400001526
64.46,27.337,110.5
64.46,27.337,110.900001526
64.754,27.298,110.699996948
64.754,27.298,111.099998474
64.87,27.279,111.099998474
64.87,27.279,111.300003052
64.958,27.259,110
64.958,27.259,110.400001526
64.87,27.279,110.300003052
64.87,27.279,110.5
65.068,27.235,110.099998474
65.068,27.235,111
65.154,27.213,111.599998474
65.154,27.213,112.5
65.122,27.194,111.900001526
65.122,27.194,112.099998474
65.154,27.213,113
65.154,27.213,112.300003052
65.154,27.213,112.699996948
65.154,27.213,112.199996948
65.154,27.213,113.099998474
65.154,27.213,112.400001526
64.819,27.134,113
64.819,27.134,114.099998474
64.778,27.122,113
64.778,27.122,113
64.778,27.111,113.5
64.778,27.111,113
64.778,27.122,113.400001526
64.778,27.122,112.199996948
64.778,27.122,112.300003052
64.778,27.122,113
64.778,27.122,113.599998474
64.778,27.122,113.300003052
64.778,27.122,113.5
64.778,27.122,113.099998474
64.778,27.122,114.300003052
64.778,27.122,114.099998474
64.778,27.122,115.300003052
64.778,27.122,115.300003052
64.778,27.122,114.5
64.778,27.122,114.599998474
64.76,27.081,114.5
64.76,27.081,113.400001526
64.684,27.083,113.599998474
64.684,27.083,113.800003052
64.76,27.081,114
64.76,27.081,113.699996948
64.684,27.083,114.400001526
64.684,27.083,113.900001526
64.752,27.08,113.400001526
64.752,27.08,113.400001526
64.757,27.075,112.800003052
64.757,27.075,112.300003052
64.752,27.08,113
64.752,27.08,113.199996948
64.777,27.068,113.400001526
64.777,27.068,113.800003052
64.777,27.068,114
64.777,27.068,113.900001526
64.861,27.038,113.800003052
64.861,27.038,113.5
64.92,27.025,114
64.92,27.025,113.900001526
64.861,27.038,112.800003052
64.861,27.038,113.699996948
64.988,27.011,113.900001526
64.988,27.011,114
65.028,26.999,113.900001526
65.028,26.999,113.699996948
65.017,26.988,114.400001526
65.017,26.988,113.900001526
64.965,26.972,113.900001526
64.965,26.972,114.300003052
64.965,26.972,115
64.965,26.972,115.199996948
64.965,26.972,115.199996948
64.965,26.972,115.199996948
64.893,26.96,115
64.893,26.96,114.900001526
64.965,26.972,116.400001526
64.965,26.972,116.800003052
64.721,26.944,117.199996948
64.721,26.944,117.099998474
64.553,26.925,117.199996948
64.553,26.925,116.699996948
64.721,26.944,117.5
64.721,26.944,118.599998474
64.435,26.915,119.599998474
64.435,26.915,119.800003052
64.553,26.925,119.699996948
64.553,26.925,120
64.553,26.925,119.599998474
64.553,26.925,119.400001526
64.553,26.925,119.699996948
64.553,26.925,120.099998474
64.553,26.925,119.800003052
64.553,26.925,119.099998474
64.553,26.925,120.199996948
64.553,26.925,120.400001526
64.553,26.925,120.099998474
64.553,26.925,119.900001526
63.796,26.816,119.599998474
63.796,26.816,120.599998474
63.796,26.813,120.099998474
63.796,26.813,119.800003052
63.796,26.816,120.400001526
63.796,26.816,120
63.873,26.805,120.300003052
63.873,26.805,119.599998474
63.926,26.801,119.800003052
63.926,26.801,119.800003052
63.967,26.797,119.800003052
63.967,26.797,119.900001526
63.926,26.801,119.900001526
63.926,26.801,120
64.026,26.792,120
64.026,26.792,121
64.026,26.787,119.800003052
64.026,26.787,119.599998474
64.25,26.777,120
64.25,26.777,119.800003052
64.33,26.775,119.199996948
64.33,26.775,119.199996948
64.395,26.775,120
64.395,26.775,119.400001526
64.33,26.775,119.900001526
64.33,26.775,119.599998474
64.435,26.778,119.300003052
64.435,26.778,119.199996948
64.44,26.784,119.5
64.44,26.784,119.099998474
64.44,26.784,118.900001526
64.44,26.784,118.900001526
64.44,26.784,119
64.44,26.784,118.900001526
64.44,26.784,119.099998474
64.44,26.784,118.900001526
64.44,26.784,118.800003052
64.44,26.784,118.900001526
64.44,26.784,118.599998474
64.44,26.784,118.400001526
63.812,26.851,117.699996948
63.812,26.851,117.699996948
64.44,26.784,117.400001526
64.44,26.784,117.599998474
63.603,26.871,117.900001526
63.603,26.871,117.5
63.573,26.885,117.199996948
63.573,26.885,117.800003052
63.603,26.871,117.300003052
63.603,26.871,117.199996948
63.603,26.871,117.699996948
63.603,26.871,117
63.603,26.871,118.5
63.603,26.871,118.099998474
63.603,26.871,117.599998474
63.603,26.871,119.5
63.603,26.871,119.199996948
63.603,26.871,118.900001526
63.603,26.871,118.900001526
63.603,26.871,119.300003052
63.85,26.898,118.400001526
63.85,26.898,118.699996948
63.847,26.904,118.199996948
63.847,26.904,118.099998474
63.85,26.898,118.099998474
63.85,26.898,117.800003052
63.847,26.904,118.099998474
63.847,26.904,117.800003052
63.598,26.929,116.900001526
63.598,26.929,117.400001526
63.538,26.943,117.400001526
63.538,26.943,116.900001526
63.449,26.957,116.900001526
63.449,26.957,117.099998474
63.385,26.975,116.699996948
63.385,26.975,117.599998474
63.449,26.957,117.199996948
63.449,26.957,117.300003052
63.234,26.993,116.300003052
63.234,26.993,116.300003052
63.234,26.993,115.5
63.234,26.993,116.599998474
62.781,27.061,116.300003052
62.781,27.061,116.099998474
62.772,27.086,114.699996948
62.772,27.086,115.400001526
62.781,27.061,115.300003052
62.781,27.061,115.699996948
62.715,27.114,116.099998474
62.715,27.114,116.099998474
62.677,27.135,115.099998474
62.677,27.135,115.699996948
62.618,27.156,116.099998474
62.618,27.156,115.599998474
62.677,27.135,115.300003052
62.677,27.135,115
62.677,27.135,115.699996948
62.677,27.135,115.400001526
62.618,27.156,115.300003052
62.618,27.156,115.5
62.617,27.233,115.5
62.617,27.233,115.900001526
62.645,27.245,115.900001526
62.645,27.245,115.400001526
62.617,27.233,115.199996948
62.617,27.233,114.099998474
62.621,27.259,115.400001526
62.621,27.259,114.599998474
62.645,27.245,114.900001526
62.645,27.245,115.400001526
62.645,27.245,115.599998474
62.645,27.245,115.199996948
62.645,27.245,116.199996948
62.645,27.245,116.599998474
62.645,27.245,116.400001526
62.645,27.245,117.5
62.645,27.245,117.400001526
62.645,27.245,117.599998474
62.645,27.245,116.800003052
62.645,27.245,117.099998474
62.8,27.273,116.599998474
62.8,27.273,116.900001526
62.748,27.268,118.5
62.748,27.268,118
62.8,27.273,117.300003052
62.8,27.273,117.699996948
62.718,27.264,119.099998474
62.718,27.264,120.099998474
62.739,27.262,121
62.739,27.262,121.5
62.708,27.261,121.800003052
62.708,27.261,122.300003052
62.693,27.26,121.800003052
62.693,27.26,121.599998474
62.653,27.26,121.800003052
62.653,27.26,122.599998474
62.693,27.26,121.900001526
62.693,27.26,120.800003052
62.629,27.259,121.099998474
62.629,27.259,121
62.563,27.258,121.099998474
62.563,27.258,121
62.563,27.256,121.199996948
62.563,27.256,121
62.527,27.253,121.5
62.527,27.253,122
62.563,27.256,122
62.563,27.256,121.5
62.495,27.251,120.800003052
62.495,27.251,120.099998474
62.509,27.251,120
62.509,27.251,119.800003052
62.509,27.251,118.800003052
62.509,27.251,118.300003052
62.509,27.251,118.300003052
62.509,27.251,119.800003052
62.509,27.251,120.300003052
62.509,27.251,119.900001526
62.509,27.251,120.599998474
62.509,27.251,120.900001526
62.674,27.226,120
62.674,27.226,120.400001526
62.746,27.223,121.199996948
62.746,27.223,122.099998474
62.957,27.218,121.900001526
62.957,27.218,122.5
62.746,27.223,123
62.746,27.223,124.099998474
62.746,27.223,124.199996948
62.746,27.223,124.300003052
62.746,27.223,123.300003052
62.746,27.223,123.5
62.746,27.223,123.599998474
62.746,27.223,124.099998474
62.746,27.223,124.599998474
62.746,27.223,125.300003052
62.746,27.223,125.800003052
62.746,27.223,126.199996948
62.746,27.223,126
63.971,27.099,127.400001526
63.971,27.099,128.5
63.988,27.094,128.600006104
63.988,27.094,128.100006104
63.993,27.09,128.100006104
63.993,27.09,128.100006104
63.988,27.094,129
63.988,27.094,128.899993896
64,27.087,128.300003052
64,27.087,128.5
64.081,27.071,128.300003052
64.081,27.071,129.199996948
64.165,27.059,129.300003052
64.165,27.059,129.199996948
64.258,27.045,129.5
64.258,27.045,128.399993896
64.363,27.032,129.899993896
64.363,27.032,130.100006104
64.258,27.045,131.5
64.258,27.045,131.699996948
64.497,27.017,132.800003052
64.497,27.017,133.300003052
64.588,27.004,133.600006104
64.588,27.004,133.399993896
64.819,26.964,133.699996948
64.819,26.964,133.699996948
64.588,27.004,133.899993896
64.588,27.004,133.800003052
64.94,26.94,134.399993896
64.94,26.94,134.199996948
65.059,26.922,133.399993896
65.059,26.922,132.899993896
65.169,26.904,132.5
65.169,26.904,132.5
65.325,26.904,131.300003052
65.325,26.904,131.5
65.169,26.904,133.399993896
65.169,26.904,133.699996948
65.169,26.904,133.899993896
65.169,26.904,133.800003052
65.169,26.904,134
65.169,26.904,133.699996948
65.548,26.796,133.800003052
65.548,26.796,134.100006104
65.641,26.779,134.800003052
65.641,26.779,134.5
65.548,26.796,133.600006104
65.548,26.796,132.100006104
65.548,26.796,130.699996948
65.548,26.796,130
65.548,26.796,129.600006104
65.548,26.796,129.600006104
65.548,26.796,128.899993896
65.548,26.796,128.399993896
65.548,26.796,127.699996948
65.548,26.796,128.100006104
65.548,26.796,128
65.548,26.796,127.900001526
65.548,26.796,127
65.548,26.796,127
66.626,26.706,127.300003052
66.626,26.706,127.400001526
66.727,26.711,127.5
66.727,26.711,127.199996948
66.812,26.713,127.199996948
66.812,26.713,127.199996948
66.837,26.715,126.699996948
66.837,26.715,127.099998474
66.812,26.713,127.099998474
66.812,26.713,126.599998474
66.846,26.719,127.199996948
66.846,26.719,126.599998474
66.874,26.725,126.699996948
66.874,26.725,125.900001526
66.926,26.729,125.699996948
66.963,26.73,125.699996948
66.963,26.73,126.199996948
66.963,26.727,127.099998474
66.963,26.727,126.900001526
66.963,26.73,128.100006104
66.963,26.73,128.600006104
66.941,26.723,129.100006104
66.941,26.723,129
66.948,26.717,129.199996948
66.948,26.717,129.699996948
66.884,26.704,128.899993896
66.884,26.704,128.600006104
66.933,26.698,129.5
66.933,26.698,130.300003052
66.884,26.704,130.5
66.884,26.704,130.899993896
66.971,26.689,130.699996948
66.971,26.689,130.699996948
67.024,26.679,131.199996948
67.024,26.679,131.100006104
66.971,26.689,131
66.971,26.689,131.199996948
66.971,26.689,131.5
66.971,26.689,131.5
66.971,26.689,132.800003052
66.971,26.689,132.300003052
67.446,26.638,134.5
67.446,26.638,134.699996948
67.518,26.626,134.100006104
67.518,26.626,134.600006104
67.651,26.614,133.899993896
67.651,26.614,134.199996948
67.518,26.626,134.199996948
67.518,26.626,134.199996948
67.518,26.626,133.100006104
67.518,26.626,131.5
67.518,26.626,131.800003052
67.518,26.626,131.300003052
67.518,26.626,130.399993896
67.518,26.626,130.699996948
67.518,26.626,130.600006104
67.518,26.626,131.800003052
67.518,26.626,131.5
67.518,26.626,131.399993896
68.623,26.436,131.199996948
68.623,26.436,131.699996948
68.692,26.429,131.100006104
68.692,26.429,132.199996948
68.675,26.423,132.699996948
68.675,26.423,132.600006104
68.667,26.415,132.100006104
68.667,26.415,132.100006104
68.675,26.423,131.199996948
68.675,26.423,131.399993896
68.667,26.407,132.199996948
68.667,26.407,132.800003052
68.697,26.394,133.300003052
68.697,26.394,133.399993896
68.714,26.386,133.399993896
68.714,26.386,133.699996948
68.698,26.382,134.899993896
68.698,26.382,135.5
68.714,26.386,135
68.714,26.386,135.300003052
68.713,26.379,135
68.713,26.379,135.600006104
68.744,26.378,136
68.744,26.378,135.800003052
68.744,26.378,135.399993896
68.744,26.378,135.100006104
68.799,26.379,135.199996948
68.799,26.379,134.5
68.831,26.378,134.699996948
68.831,26.378,134.300003052
68.799,26.379,135.100006104
68.799,26.379,135
68.859,26.377,134.5
68.859,26.377,134.100006104
68.882,26.371,133.5
68.882,26.371,133.600006104
68.859,26.377,133.399993896
68.859,26.377,133
68.859,26.377,133.199996948
68.859,26.377,133.899993896
68.859,26.377,134.199996948
68.859,26.377,134.699996948
69.068,26.329,134
69.068,26.329,133.899993896
69.164,26.315,134.5
69.164,26.315,135.399993896
69.271,26.304,135.899993896
69.271,26.304,136.399993896
69.164,26.315,136.199996948
69.164,26.315,136.399993896
69.164,26.315,137.600006104
69.164,26.315,137.699996948
69.164,26.315,138.199996948
69.164,26.315,137.899993896
69.164,26.315,136.699996948
69.164,26.315,136.399993896
69.164,26.315,136.800003052
69.164,26.315,137.399993896
69.271,26.304,138
69.271,26.304,136.800003052
69.271,26.304,136.600006104
69.271,26.304,136.899993896
70.154,26.202,136.699996948
70.154,26.202,137.300003052
70.133,26.192,136.399993896
70.133,26.192,136.100006104
70.133,26.182,135.899993896
70.133,26.182,135.600006104
70.133,26.192,134.899993896
70.133,26.192,134.600006104
70.15,26.174,133.600006104
70.15,26.174,133.199996948
70.23,26.16,132.300003052
70.23,26.16,132.199996948
70.282,26.148,131.800003052
70.282,26.148,132.199996948
70.332,26.136,132.699996948
70.332,26.136,132.899993896
70.364,26.121,132.800003052
70.364,26.121,132.5
70.332,26.136,131.5
70.332,26.136,132.100006104
70.379,26.11,131.699996948
70.379,26.11,131.800003052
70.427,26.1,131.899993896
70.427,26.1,131.600006104
70.551,26.086,131.600006104
70.551,26.086,132.699996948
70.601,26.079,133.600006104
70.601,26.079,135.100006104
70.551,26.086,135.100006104
70.551,26.086,135.5
70.692,26.07,134.800003052
70.692,26.07,134.300003052
70.692,26.07,134.699996948
70.692,26.07,136.199996948
70.692,26.07,136.199996948
70.692,26.07,137.600006104
70.692,26.07,137
70.692,26.07,136.600006104
70.845,26.047,136.899993896
70.845,26.047,137.300003052
70.982,26.045,137.5
70.982,26.045,137.600006104
71.063,26.039,138.5
71.063,26.039,138.5
71.139,26.035,137.899993896
71.139,26.035,137.899993896
71.063,26.039,138.100006104
71.063,26.039,137.800003052
71.063,26.039,137.899993896
71.063,26.039,136.300003052
71.063,26.039,137.300003052
71.063,26.039,136.899993896
71.063,26.039,136.699996948
71.063,26.039,137.199996948
71.063,26.039,137.699996948
71.441,26.023,138.300003052
71.441,26.023,137.600006104
71.139,26.035,137.5
71.139,26.035,137.800003052
71.393,26.019,137.600006104
71.393,26.019,138
71.362,26.018,138
71.362,26.018,137.699996948
71.358,26.019,137.899993896
71.358,26.019,137.800003052
71.362,26.018,137.399993896
71.362,26.018,137.300003052
71.358,26.021,138.5
71.358,26.021,138.600006104
71.358,26.02,138
71.358,26.02,138.199996948
71.355,26.019,138.800003052
71.355,26.019,138.899993896
71.388,26.017,139.300003052
71.388,26.017,139.199996948
71.442,26.014,139.899993896
71.442,26.014,140.5
71.388,26.017,139.800003052
71.388,26.017,139.600006104
71.504,26.011,139.5
71.504,26.011,138.899993896
71.568,26.009,138.199996948
71.568,26.009,139.100006104
71.759,26.006,139.600006104
71.759,26.006,140.399993896
71.841,26.005,139.899993896
71.841,26.005,140.399993896
71.759,26.006,140.600006104
71.759,26.006,140.399993896
71.952,26.005,140.699996948
71.952,26.005,140.199996948
71.952,26.005,140.100006104
71.952,26.005,140.199996948
71.952,26.005,140.100006104
71.952,26.005,139.5
72.366,26.007,139.800003052
72.366,26.007,140.100006104
71.952,26.005,139
71.952,26.005,139.100006104
72.47,26.008,138.5
72.47,26.008,138.899993896
72.581,26.009,138.199996948
72.581,26.009,138
72.715,26.007,137.699996948
72.715,26.007,137.100006104
72.581,26.009,137.100006104
72.581,26.009,137.100006104
72.581,26.009,137
72.581,26.009,136.199996948
72.581,26.009,135.5
72.581,26.009,135.100006104
72.581,26.009,135.899993896
72.581,26.009,135.899993896
72.581,26.009,135.800003052
72.715,26.007,136.5
72.715,26.007,135.5
73.719,25.938,134.399993896
73.719,25.938,134.699996948
72.715,26.007,134.600006104
72.715,26.007,134.199996948
73.778,25.934,134.199996948
73.778,25.934,134.699996948
73.827,25.932,133.899993896
73.879,25.932,133.600006104
73.879,25.932,133.800003052
73.91,25.929,133
73.91,25.929,133.899993896
73.879,25.932,133.100006104
73.879,25.932,133.699996948
73.97,25.922,133.899993896
73.97,25.922,134.800003052
74.144,25.922,135.100006104
74.144,25.922,134.300003052
74.224,25.906,133.699996948
74.224,25.906,133.800003052
74.281,25.906,133.600006104
74.281,25.906,133.699996948
74.334,25.905,134.699996948
74.334,25.905,134.600006104
74.281,25.906,134.300003052
74.281,25.906,133.800003052
74.404,25.901,134
74.404,25.901,133.100006104
74.463,25.892,134.100006104
74.463,25.892,133.100006104
74.463,25.892,133.399993896
74.463,25.892,133.399993896
74.463,25.892,133.199996948
74.463,25.892,133.800003052
74.463,25.892,134.199996948
74.463,25.892,134.5
74.463,25.892,135.199996948
74.463,25.892,134.699996948
74.463,25.892,134.899993896
74.463,25.892,136.600006104
74.463,25.892,136.199996948
74.463,25.892,135.399993896
74.463,25.892,135.800003052
74.463,25.892,135.100006104
75.004,25.796,135.300003052
75.004,25.796,135
74.463,25.892,135.199996948
74.463,25.892,135.300003052
74.463,25.892,135.199996948
74.463,25.892,135.399993896
74.463,25.892,134.899993896
74.463,25.892,135.600006104
74.463,25.892,136.399993896
74.463,25.892,135.899993896
74.463,25.892,136.100006104
74.463,25.892,136.100006104
74.463,25.892,135.199996948
74.463,25.892,135.199996948
74.463,25.892,134.5
74.463,25.892,135.100006104
75.464,25.684,135
75.464,25.684,135
75.489,25.68,134.199996948
75.489,25.68,134.600006104
75.513,25.679,134.100006104
75.513,25.679,134.199996948
75.543,25.681,134.100006104
75.543,25.681,133.899993896
75.513,25.679,133.399993896
75.513,25.679,132.800003052
75.543,25.681,132.800003052
75.543,25.681,133.199996948
75.602,25.681,133.300003052
75.602,25.681,133.199996948
75.628,25.677,132.899993896
75.628,25.677,133.600006104
75.668,25.668,134.300003052
75.668,25.668,134.800003052
75.628,25.677,135.100006104
75.628,25.677,134.100006104
75.725,25.657,134.5
75.725,25.657,134.899993896
75.764,25.653,133.899993896
75.764,25.653,134.300003052
75.836,25.653,133.5
75.836,25.653,133.300003052
75.863,25.627,133.300003052
75.863,25.627,133.199996948
75.905,25.62,133.800003052
75.905,25.62,133.300003052
75.863,25.627,133
75.863,25.627,132.699996948
75.94,25.613,133
75.94,25.613,133
75.94,25.613,132.899993896
75.94,25.613,132.300003052
75.94,25.613,132.399993896
75.94,25.613,132.800003052
75.94,25.613,132.399993896
75.94,25.613,132.300003052
75.94,25.613,132.600006104
75.94,25.613,133.100006104
75.94,25.613,133.100006104
75.94,25.613,133.300003052
76.193,25.55,134
76.193,25.55,134.300003052
76.248,25.538,135.5
76.248,25.538,136.399993896
76.193,25.55,136.600006104
76.193,25.55,136.5
76.193,25.55,137.399993896
76.193,25.55,137.199996948
76.193,25.55,137.199996948
76.193,25.55,136.5
76.193,25.55,136
76.193,25.55,136.100006104
76.193,25.55,135.600006104
76.248,25.538,136.199996948
76.248,25.538,136.399993896
76.248,25.538,135.600006104
76.248,25.538,135.300003052
76.248,25.538,135.699996948
76.248,25.538,135.399993896
76.684,25.44,134.899993896
76.684,25.44,135.399993896
76.702,25.435,136.699996948
76.702,25.435,137
76.684,25.44,136.600006104
76.684,25.44,137.699996948
76.725,25.428,137.100006104
76.725,25.428,137.5
76.745,25.426,137.199996948
76.745,25.426,137
76.752,25.426,136.800003052
76.752,25.426,137.100006104
76.755,25.431,137.699996948
76.755,25.431,138.300003052
76.757,25.445,137.899993896
76.757,25.445,137.800003052
76.755,25.431,137.300003052
76.755,25.431,136.699996948
76.76,25.459,136.899993896
76.76,25.459,136.600006104
76.757,25.445,137.899993896
76.757,25.445,137.600006104
76.76,25.459,137.300003052
76.76,25.459,138.5
76.796,25.488,139.300003052
76.796,25.488,140.300003052
76.76,25.459,139.699996948
76.76,25.459,139.5
76.796,25.488,140.300003052
76.796,25.488,140.399993896
76.796,25.488,140.600006104
76.796,25.488,140.100006104
76.796,25.488,139.800003052
76.796,25.488,140.300003052
76.796,25.488,139.800003052
76.796,25.488,138
76.796,25.488,137.600006104
76.796,25.488,137.399993896
76.796,25.488,136.800003052
76.796,25.488,135.300003052
77.134,25.401,134.399993896
77.134,25.401,135.399993896
76.796,25.488,135.100006104
76.796,25.488,135.600006104
77.177,25.391,136
77.177,25.391,135.5
77.134,25.401,136.300003052
77.134,25.401,136.199996948
77.134,25.401,138.100006104
77.134,25.401,138.300003052
77.134,25.401,138.699996948
77.134,25.401,138.199996948
77.134,25.401,138.100006104
77.134,25.401,137.699996948
77.134,25.401,138.399993896
77.134,25.401,138.199996948
77.148,25.374,138.600006104
77.148,25.374,139
77.15,25.374,138.5
77.15,25.374,139.100006104
77.173,25.374,139.300003052
77.173,25.374,139.800003052
77.19,25.374,140.699996948
77.19,25.374,140.100006104
77.173,25.374,139.899993896
77.173,25.374,139.100006104
77.19,25.374,137.100006104
77.19,25.374,136.399993896
77.23,25.373,135.699996948
77.23,25.373,134.600006104
77.266,25.372,134.800003052
77.266,25.372,134.899993896
77.297,25.371,134.600006104
77.297,25.371,133.899993896
77.266,25.372,133.5
77.266,25.372,132.899993896
77.327,25.371,132.600006104
77.327,25.371,133.100006104
77.354,25.371,132.199996948
77.354,25.371,131.399993896
77.374,25.371,131.899993896
77.374,25.371,132.399993896
77.399,25.371,133.300003052
77.399,25.371,134.399993896
77.404,25.371,134.300003052
77.404,25.371,133.5
77.399,25.371,133.100006104
77.399,25.371,133.100006104
77.397,25.372,132.899993896
77.397,25.372,132.199996948
77.405,25.373,131.800003052
77.405,25.373,131.199996948
77.407,25.374,131.5
77.407,25.374,131.699996948
77.407,25.374,132.199996948
77.407,25.374,131.399993896
77.407,25.374,131.300003052
77.407,25.374,131.5
77.474,25.371,132.300003052
77.474,25.371,132.5
77.509,25.369,131.5
77.509,25.369,132.399993896
77.555,25.359,132.5
77.555,25.359,134.199996948
77.509,25.369,134.300003052
77.509,25.369,135
77.509,25.369,134.600006104
77.509,25.369,134.100006104
77.509,25.369,135
77.509,25.369,135
77.509,25.369,136
77.509,25.369,136.5
77.509,25.369,136.300003052
77.509,25.369,137
77.509,25.369,136.699996948
77.509,25.369,137.300003052
78.175,25.243,137.5
78.175,25.243,137.199996948
78.248,25.243,137.300003052
78.248,25.243,137.399993896
78.175,25.243,137.800003052
78.175,25.243,138.100006104
78.274,25.23,137.800003052
78.274,25.23,138
78.292,25.226,137.899993896
78.292,25.226,137.100006104
78.305,25.224,136.800003052
78.305,25.224,136.699996948
78.346,25.223,136.899993896
78.346,25.223,137.100006104
78.396,25.221,136.600006104
78.396,25.221,136.300003052
78.346,25.223,137.300003052
78.346,25.223,136.800003052
78.42,25.22,137.100006104
78.42,25.22,137.300003052
78.42,25.22,137.100006104
78.42,25.22,136.5
78.459,25.209,137
78.459,25.209,137.199996948
78.458,25.208,136.5
78.458,25.208,136
78.445,25.208,136
78.445,25.208,136
78.458,25.208,136.100006104
78.458,25.208,136.199996948
78.427,25.213,136.600006104
78.427,25.213,137.100006104
78.416,25.216,135.600006104
78.416,25.216,136.800003052
