rh,temp,co2
75.314,26.108,140.899993896
75.314,26.108,139.600006104
75.314,26.108,140.100006104
75.314,26.108,140
75.308,26.099,139.699996948
75.308,26.099,139.899993896
75.308,26.099,139.300003052
75.308,26.099,139.100006104
75.339,26.005,139.100006104
75.339,26.005,139.399993896
75.398,25.974,139.399993896
75.398,25.974,139
75.408,25.961,139.199996948
75.408,25.961,138.899993896
75.432,25.944,139.100006104
75.432,25.944,139.800003052
75.408,25.961,140.300003052
75.408,25.961,140.800003052
75.46,25.925,139.100006104
75.46,25.925,137.899993896
75.52,25.925,137.199996948
75.52,25.925,138.5
75.548,25.866,137.800003052
75.548,25.866,136.899993896
75.545,25.853,137.5
75.545,25.853,138.100006104
75.548,25.866,138.699996948
75.548,25.866,138.199996948
75.537,25.848,137.5
75.537,25.848,137.899993896
75.515,25.85,137.800003052
75.515,25.85,138.300003052
75.51,25.852,137.5
75.51,25.852,138.699996948
75.51,25.852,140
75.51,25.852,140.100006104
75.495,25.868,139.699996948
75.495,25.868,140
75.51,25.852,138.199996948
75.51,25.852,138.5
75.495,25.868,138.300003052
75.495,25.868,137.899993896
75.491,25.878,138.300003052
75.491,25.878,138.5
75.488,25.88,138.600006104
75.488,25.88,138.199996948
75.491,25.878,137.199996948
75.491,25.878,136.800003052
75.533,25.875,137.399993896
75.533,25.875,137.199996948
75.488,25.88,136.5
75.488,25.88,136.399993896
75.488,25.88,136.300003052
75.488,25.88,136.800003052
75.488,25.88,136.5
75.488,25.88,138.399993896
75.488,25.88,138.699996948
75.488,25.88,137.100006104
75.488,25.88,137.5
75.488,25.88,137.800003052
75.488,25.88,138
75.636,25.814,138.800003052
75.636,25.814,137.5
75.651,25.808,137.5
75.651,25.808,137.5
75.678,25.805,136.5
75.678,25.805,135.899993896
75.651,25.808,136.100006104
75.651,25.808,135.899993896
75.667,25.805,135.300003052
75.667,25.805,135.300003052
75.672,25.805,136.100006104
75.672,25.805,135.300003052
75.69,25.803,135.199996948
75.69,25.803,134.899993896
75.702,25.801,134.100006104
75.702,25.801,134.199996948
75.69,25.803,134.399993896
75.69,25.803,133.800003052
75.724,25.799,133.899993896
75.724,25.799,134.5
75.724,25.799,134.399993896
75.724,25.799,134.300003052
75.781,25.797,134.199996948
75.781,25.797,134.300003052
75.785,25.798,135.699996948
75.785,25.798,134.800003052
75.781,25.797,134.600006104
75.781,25.797,136.300003052
75.805,25.794,136.100006104
75.805,25.794,135.699996948
75.823,25.787,135.199996948
75.823,25.787,135.300003052
75.855,25.777,135.300003052
75.855,25.777,134.100006104
75.904,25.755,134.199996948
75.904,25.755,135
75.855,25.777,135
75.855,25.777,133.899993896
75.855,25.777,134.199996948
75.855,25.777,133.699996948
75.937,25.731,133.800003052
75.937,25.731,133.899993896
75.946,25.719,133.899993896
75.937,25.731,134.199996948
75.937,25.731,135.100006104
75.946,25.719,135.800003052
75.946,25.719,136.600006104
75.946,25.719,136.399993896
75.946,25.719,135.199996948
75.946,25.719,136
75.946,25.719,136.899993896
75.946,25.719,137.100006104
75.946,25.719,137.399993896
75.946,25.719,136.699996948
75.946,25.719,136.199996948
75.946,25.719,136
75.946,25.719,136.100006104
75.946,25.719,136.5
75.946,25.719,136.5
75.885,25.63,135.5
75.885,25.63,136.199996948
75.912,25.632,136
75.912,25.632,135.300003052
75.885,25.63,134.899993896
75.885,25.63,134.699996948
75.934,25.632,134.699996948
75.934,25.632,134.600006104
75.939,25.638,134.699996948
75.939,25.638,134.399993896
75.946,25.638,134.199996948
75.946,25.638,134.199996948
75.947,25.638,133.699996948
75.947,25.638,134.399993896
75.946,25.638,134.100006104
75.946,25.638,134.5
75.933,25.639,134.399993896
75.933,25.639,134
75.928,25.642,134.100006104
75.928,25.642,133.699996948
75.927,25.643,132.300003052
75.927,25.643,132.5
75.913,25.642,132.899993896
75.913,25.642,133.300003052
75.927,25.643,133.800003052
75.927,25.643,133.899993896
75.915,25.638,134.5
75.915,25.638,134.399993896
75.895,25.632,134.800003052
75.895,25.632,135.300003052
75.904,25.625,135.600006104
75.904,25.625,134.699996948
75.904,25.625,134.300003052
75.904,25.625,134.399993896
75.967,25.603,135.399993896
75.967,25.603,135.100006104
75.904,25.625,135.300003052
75.904,25.625,136.199996948
75.904,25.625,137.199996948
75.904,25.625,135.800003052
75.904,25.625,136.100006104
75.904,25.625,136.300003052
75.988,25.586,136.5
75.988,25.586,136.600006104
76.016,25.579,136.199996948
76.016,25.579,135.600006104
75.988,25.586,135.100006104
75.988,25.586,134.699996948
76.016,25.573,134.800003052
76.016,25.573,133.800003052
76.016,25.579,133.100006104
76.016,25.579,133.899993896
76.016,25.579,133.800003052
76.016,25.579,133.399993896
76.016,25.579,133.5
76.016,25.579,133.199996948
76.016,25.579,132.800003052
76.016,25.579,133.600006104
76.016,25.579,133.399993896
76.016,25.579,133.600006104
76.079,25.572,133.699996948
76.079,25.572,133.300003052
76.074,25.569,133.800003052
76.074,25.569,134.399993896
76.068,25.569,134.899993896
76.068,25.569,135
76.049,25.568,135.100006104
76.049,25.568,136.199996948
76.068,25.569,136.199996948
76.068,25.569,136.699996948
76.041,25.568,136.800003052
76.041,25.568,136.399993896
76.034,25.567,135.600006104
76.034,25.567,134.800003052
76.002,25.567,134.800003052
76.002,25.567,134.5
75.968,25.568,134.800003052
75.968,25.568,135.100006104
76.002,25.567,135
76.002,25.567,134.899993896
75.934,25.573,136
75.934,25.573,137.399993896
75.916,25.576,138.600006104
75.916,25.576,137.800003052
75.916,25.576,138
75.916,25.576,137
75.855,25.589,136.399993896
75.855,25.589,136.5
75.833,25.593,136.399993896
75.833,25.593,136
75.855,25.589,136.100006104
75.855,25.589,136.199996948
75.818,25.597,135.800003052
75.818,25.597,136.100006104
75.818,25.597,137.100006104
75.818,25.597,138
75.818,25.597,137.600006104
75.818,25.597,135
75.818,25.597,135
75.818,25.597,135
75.857,25.616,135.100006104
75.857,25.616,133.699996948
75.853,25.62,134.5
75.853,25.62,133.600006104
75.878,25.623,133.800003052
75.878,25.623,134.5
75.91,25.622,133.899993896
75.91,25.622,134.800003052
75.878,25.623,134.600006104
75.878,25.623,136.300003052
75.878,25.623,136.100006104
75.878,25.623,135.699996948
75.878,25.623,135.600006104
75.878,25.623,134.899993896
75.878,25.623,135.699996948
75.878,25.623,135
75.878,25.623,134.199996948
75.878,25.623,133.600006104
75.878,25.623,133.100006104
75.878,25.623,134
75.908,25.667,134.600006104
75.908,25.667,133.600006104
75.867,25.677,133.699996948
75.867,25.677,133.899993896
75.892,25.685,134.199996948
75.892,25.685,133.5
75.867,25.677,132.899993896
75.867,25.677,131.699996948
75.9,25.701,132
75.9,25.701,131.699996948
75.89,25.71,131.100006104
75.89,25.71,131.5
75.873,25.723,131
75.873,25.723,130.5
75.89,25.71,129.600006104
75.89,25.71,129.800003052
75.849,25.741,129.399993896
75.849,25.741,129.300003052
75.851,25.758,128.699996948
75.851,25.758,128.899993896
75.877,25.758,130.300003052
75.877,25.758,131
75.822,25.816,131.800003052
75.822,25.816,130.800003052
75.877,25.758,132.100006104
75.877,25.758,132.600006104
75.764,25.835,132
75.764,25.835,131.600006104
75.704,25.858,132.600006104
75.704,25.858,132
75.625,25.858,132.100006104
75.625,25.858,131.699996948
75.625,25.858,132.5
75.625,25.858,132.899993896
75.625,25.858,131.800003052
75.625,25.858,132.199996948
75.523,25.927,132.800003052
75.523,25.927,133.600006104
75.523,25.927,133.899993896
75.523,25.927,133.300003052
75.361,25.958,132.100006104
75.361,25.958,133.800003052
75.523,25.927,133.600006104
75.523,25.927,134.199996948
75.291,25.988,133.199996948
75.291,25.988,134.100006104
75.241,26.003,134.5
75.241,26.003,133.600006104
75.291,25.988,132.5
75.291,25.988,133.300003052
75.291,25.988,136
75.291,25.988,135.699996948
75.291,25.988,135
75.291,25.988,134.399993896
75.291,25.988,133.199996948
75.291,25.988,132.899993896
75.291,25.988,133
75.291,25.988,131.899993896
75.241,26.003,131
75.241,26.003,132
75.241,26.003,132.800003052
75.241,26.003,134.100006104
74.453,26.201,133.5
74.453,26.201,133
74.444,26.204,132.199996948
74.444,26.204,132.300003052
74.453,26.201,133
74.453,26.201,133.100006104
74.439,26.207,132.300003052
74.439,26.207,131.699996948
74.468,26.225,131.300003052
74.468,26.225,131.300003052
74.469,26.243,130.399993896
74.469,26.243,129.899993896
74.47,26.264,129.699996948
74.47,26.264,128.199996948
74.469,26.243,127.800003052
74.469,26.243,127.300003052
74.507,26.286,127
74.507,26.286,126.199996948
74.544,26.314,126.400001526
74.544,26.314,125.900001526
74.589,26.371,125.300003052
74.602,26.403,124.5
74.602,26.403,124
74.589,26.371,124.300003052
74.589,26.371,125.400001526
74.598,26.435,126.699996948
74.598,26.435,126.099998474
74.569,26.47,126
74.569,26.47,126.099998474
74.514,26.499,125.800003052
74.514,26.499,124.800003052
74.569,26.47,124.199996948
74.569,26.47,125.400001526
74.361,26.549,126.099998474
74.361,26.549,125.400001526
74.514,26.499,126.300003052
74.514,26.499,126.099998474
74.193,26.601,125.800003052
74.193,26.601,125.400001526
74.132,26.622,125.099998474
74.132,26.622,124.800003052
74.193,26.601,124.5
74.193,26.601,126.400001526
74.132,26.622,125.800003052
74.132,26.622,126.900001526
74.132,26.622,125.699996948
74.132,26.622,124.800003052
74.132,26.622,124
74.132,26.622,124.099998474
74.132,26.622,124.699996948
74.132,26.622,125.800003052
74.132,26.622,122.900001526
74.132,26.622,123.099998474
74.132,26.622,123.900001526
74.132,26.622,123.599998474
74.132,26.622,123.800003052
74.132,26.622,123.400001526
72.86,26.882,124.099998474
72.86,26.882,124.599998474
72.852,26.891,124.199996948
72.852,26.891,124
72.86,26.882,123
72.86,26.882,123.300003052
72.845,26.901,124.099998474
72.845,26.901,125.5
72.729,26.92,128.399993896
72.729,26.92,128.199996948
72.676,26.927,126.5
72.676,26.927,127.5
72.596,26.941,127.400001526
72.596,26.941,126.900001526
72.489,26.96,126.400001526
72.489,26.96,126.300003052
72.596,26.941,125.900001526
72.596,26.941,125.400001526
72.446,26.979,124.5
72.446,26.979,124.300003052
72.389,27.002,123.300003052
72.389,27.002,123.599998474
72.302,27.046,122.900001526
72.302,27.046,121.300003052
72.278,27.068,121.300003052
72.278,27.068,122.099998474
72.302,27.046,123.099998474
72.302,27.046,123.599998474
72.237,27.09,124
72.237,27.09,124.699996948
72.218,27.107,124.900001526
72.218,27.107,124.599998474
72.165,27.126,124
72.165,27.126,125.300003052
72.165,27.144,127.099998474
72.165,27.144,127.099998474
72.165,27.126,126.599998474
72.165,27.126,126
72.165,27.126,126.199996948
72.165,27.126,125.5
71.659,27.205,125.599998474
71.659,27.205,125.599998474
71.482,27.225,126.300003052
71.482,27.225,125.099998474
71.285,27.25,124.400001526
71.285,27.25,125.599998474
71.162,27.275,125.800003052
71.162,27.275,126
71.285,27.25,125.800003052
71.285,27.25,124.699996948
71.285,27.25,123.900001526
71.285,27.25,123.599998474
71.285,27.25,123.699996948
71.285,27.25,124.5
71.285,27.25,124.199996948
71.285,27.25,123.699996948
71.285,27.25,123.599998474
71.285,27.25,123.5
71.285,27.25,123.699996948
71.285,27.25,124.099998474
70.182,27.639,123.300003052
70.182,27.639,123.400001526
69.996,27.644,122.900001526
69.996,27.644,123
69.963,27.652,121.699996948
69.963,27.652,120.400001526
69.93,27.664,121.599998474
69.93,27.664,123.099998474
69.858,27.679,122.400001526
69.858,27.679,120.599998474
69.93,27.664,119.5
69.93,27.664,117.400001526
69.858,27.679,115.599998474
69.858,27.679,115.300003052
69.63,27.753,115.300003052
69.63,27.753,114.300003052
69.508,27.785,114.199996948
69.508,27.785,116.800003052
69.448,27.823,118.699996948
69.448,27.823,119.199996948
69.488,27.863,118.599998474
69.488,27.863,119.300003052
69.448,27.823,119
69.448,27.823,118.800003052
69.463,27.906,118.800003052
69.463,27.906,119.300003052
69.413,27.948,119.300003052
69.413,27.948,119.400001526
69.413,27.948,120.400001526
69.413,27.948,121.199996948
69.142,28.083,120.900001526
69.142,28.083,121
69.413,27.948,121.199996948
69.413,27.948,121.400001526
69.142,28.083,122.400001526
69.142,28.083,122.699996948
68.796,28.172,123.300003052
68.796,28.172,122.699996948
68.796,28.172,121.400001526
68.796,28.172,121.199996948
68.363,28.265,120.300003052
68.363,28.265,121.199996948
68.296,28.303,120
68.296,28.303,121.099998474
68.363,28.265,121.599998474
68.363,28.265,120
67.973,28.39,117.300003052
67.973,28.39,116.599998474
68.296,28.303,116.400001526
68.296,28.303,117.5
68.296,28.303,118
68.296,28.303,116.900001526
68.296,28.303,115.099998474
68.296,28.303,113.099998474
68.296,28.303,112.300003052
68.296,28.303,111.099998474
68.296,28.303,110.300003052
68.296,28.303,109.300003052
68.296,28.303,109.900001526
68.296,28.303,110
67.475,28.661,112.5
67.475,28.661,113.400001526
67.47,28.669,115.400001526
67.47,28.669,114.800003052
67.397,28.675,112.599998474
67.397,28.675,112.5
67.47,28.669,112.099998474
67.47,28.669,110.199996948
67.298,28.687,111.599998474
67.298,28.687,112.400001526
67.016,28.715,109.400001526
67.016,28.715,109.599998474
66.952,28.735,108.699996948
66.952,28.735,107
66.824,28.764,112.400001526
66.824,28.764,112.699996948
66.629,28.792,112
66.629,28.792,109.900001526
66.824,28.764,108.900001526
66.824,28.764,108.099998474
66.344,28.825,109.5
66.344,28.825,110.900001526
66.212,28.853,112.400001526
66.212,28.853,115.900001526
65.919,28.914,117
65.919,28.914,115.900001526
65.783,28.951,114.599998474
65.783,28.951,114.5
65.686,28.987,113.699996948
65.686,28.987,113.199996948
65.783,28.951,111.599998474
65.783,28.951,109.199996948
65.555,29.028,104.900001526
65.555,29.028,108.800003052
65.555,29.028,109.699996948
65.555,29.028,110.300003052
65.555,29.028,109.699996948
65.024,29.159,110.300003052
65.024,29.159,108.5
65.555,29.028,107
65.555,29.028,106.699996948
64.728,29.191,111.599998474
64.728,29.191,110.5
64.361,29.227,110.300003052
64.361,29.227,109.5
64.199,29.254,109.5
64.199,29.254,110.199996948
64.361,29.227,110.099998474
64.361,29.227,108.400001526
64.361,29.227,107.199996948
64.361,29.227,108.800003052
64.361,29.227,110.099998474
64.361,29.227,110.099998474
64.361,29.227,109.300003052
64.361,29.227,110.900001526
64.361,29.227,110.400001526
64.361,29.227,110
64.361,29.227,105.900001526
64.361,29.227,104.699996948
61.774,29.539,105.199996948
61.774,29.539,105.599998474
61.774,29.539,106.800003052
64.199,29.254,108.099998474
61.584,29.539,110.099998474
61.584,29.539,111.300003052
61.428,29.587,110.400001526
61.428,29.587,111
61.386,29.607,109.900001526
61.386,29.607,108.800003052
61.336,29.633,107.5
61.336,29.633,106.699996948
61.386,29.607,107.5
61.386,29.607,109.5
61.203,29.664,108.300003052
61.203,29.664,109.199996948
61.012,29.702,107.599998474
61.012,29.702,107.699996948
60.882,29.8,107
60.882,29.8,106.599998474
60.885,29.843,105.900001526
60.885,29.843,105
60.804,29.881,105.400001526
60.804,29.881,104.699996948
60.885,29.843,104
60.777,29.921,103.800003052
60.777,29.921,103.5
60.805,29.968,100.099998474
60.805,29.968,98.8000030518
60.756,30.006,97.5999984741
60.756,30.006,96.8000030518
60.756,30.006,95.9000015259
60.756,30.006,95
60.756,30.006,97.1999969482
60.756,30.006,97.0999984741
60.756,30.006,99.5
60.756,30.006,100.400001526
60.756,30.006,98.6999969482
60.756,30.006,98.5999984741
60.125,30.221,99
60.125,30.221,101.599998474
59.911,30.267,100.900001526
59.911,30.267,100.599998474
59.656,30.312,101.300003052
59.656,30.312,102.5
59.42,30.349,102.400001526
59.42,30.349,101.800003052
59.656,30.312,101.099998474
59.656,30.312,99.5
59.656,30.312,97.5
59.656,30.312,97
59.656,30.312,94.9000015259
59.656,30.312,96.8000030518
59.656,30.312,98.0999984741
59.656,30.312,97.5999984741
59.656,30.312,95.5999984741
59.656,30.312,94.5999984741
57.443,30.656,94.8000030518
57.443,30.656,97.5
59.42,30.349,98.5
59.42,30.349,99.1999969482
57.06,30.675,98.5
57.06,30.675,97.1999969482
56.944,30.692,97.4000015259
56.944,30.692,98.5999984741
56.879,30.718,99.3000030518
56.879,30.718,98.3000030518
56.944,30.692,95.5999984741
56.944,30.692,95.6999969482
56.853,30.739,97.0999984741
56.853,30.739,95.9000015259
56.74,30.8,95.5999984741
56.74,30.8,96.3000030518
56.522,30.835,95.6999969482
56.522,30.835,94.5
56.346,30.867,94.1999969482
56.346,30.867,93.5
56.522,30.835,92.8000030518
56.522,30.835,90.5999984741
56.293,30.905,87.4000015259
56.293,30.905,86.0999984741
56.424,30.94,88.6999969482
56.424,30.94,90.5999984741
56.428,30.98,92.5
56.428,30.98,93.5
56.21,31.044,94.1999969482
56.21,31.044,94.1999969482
56.128,31.087,92.0999984741
56.128,31.087,92.0999984741
56.21,31.044,92.1999969482
56.21,31.044,89.8000030518
56.071,31.119,89.0999984741
56.071,31.119,87.9000015259
56.071,31.119,82.9000015259
56.071,31.119,80
56.071,31.119,81.4000015259
56.071,31.119,80
56.071,31.119,77.3000030518
56.071,31.119,80.4000015259
55.429,31.314,78.4000015259
55.429,31.314,76.3000030518
55.155,31.358,75.0999984741
55.155,31.358,76
54.91,31.396,80.5
54.91,31.396,80.6999969482
54.871,31.439,79.4000015259
54.871,31.439,76.1999969482
54.91,31.396,71.3000030518
54.91,31.396,67.1999969482
54.91,31.396,66.5
54.91,31.396,69.5
54.91,31.396,68.5
54.91,31.396,69.1999969482
54.91,31.396,69.1999969482
54.91,31.396,71.4000015259
54.91,31.396,70.9000015259
54.91,31.396,67.8000030518
54.871,31.439,69.9000015259
54.871,31.439,71.5
54.871,31.439,76.5999984741
54.871,31.439,76.0999984741
53.398,31.817,76.5999984741
53.398,31.817,75.5999984741
53.311,31.832,72.3000030518
53.311,31.832,78.8000030518
53.21,31.844,79.0999984741
53.21,31.844,75
53.311,31.832,72.8000030518
53.311,31.832,71.5
53.219,31.858,71.5
53.219,31.858,72.0999984741
53.155,31.899,74.9000015259
53.155,31.899,75.4000015259
52.914,31.93,74.6999969482
52.914,31.93,74
52.718,31.959,72.8000030518
52.718,31.959,71.4000015259
52.914,31.93,70.9000015259
52.914,31.93,69.8000030518
52.546,31.992,68
52.546,31.992,68.5
52.505,32.02,65.5
52.505,32.02,63.4000015259
52.505,32.053,62.7000007629
52.505,32.053,61.7999992371
52.591,32.122,61.5999984741
52.591,32.122,62.4000015259
52.536,32.151,63
52.536,32.151,62.2999992371
52.591,32.122,62
52.591,32.122,62.7000007629
52.541,32.181,62.0999984741
52.541,32.181,60.7999992371
52.781,32.207,59.7999992371
52.781,32.207,58.7000007629
52.541,32.181,54.4000015259
52.541,32.181,52.7000007629
52.541,32.181,55.4000015259
52.541,32.181,57.0999984741
53.388,32.287,56.2999992371
53.388,32.287,55.2000007629
53.521,32.307,54.7999992371
53.521,32.307,54
53.684,32.326,53.7000007629
53.684,32.326,52.7999992371
53.83,32.34,56.2000007629
53.83,32.34,55.5
53.684,32.326,58.4000015259
53.684,32.326,61
53.684,32.326,61.4000015259
53.684,32.326,61.2000007629
53.684,32.326,63
53.684,32.326,62.0999984741
53.684,32.326,58.4000015259
53.684,32.326,56.7999992371
53.684,32.326,56.0999984741
53.684,32.326,56
53.83,32.34,56.7999992371
53.83,32.34,55.4000015259
53.83,32.34,54.2000007629
53.83,32.34,52
53.017,32.416,51.4000015259
53.017,32.416,50
53.153,32.436,49.5999984741
53.153,32.436,48.2999992371
53.243,32.458,46.5
53.243,32.458,44.4000015259
53.25,32.472,42.7000007629
53.25,32.472,40.7000007629
53.243,32.458,39.5
53.243,32.458,37.5999984741
53.173,32.484,36.2999992371
53.173,32.484,35.9000015259
53.256,32.527,33.2000007629
53.256,32.527,34.2000007629
53.265,32.541,33.0999984741
53.265,32.541,32.5999984741
53.308,32.555,30.5
53.308,32.555,26.2999992371
53.323,32.571,23.3999996185
53.323,32.571,25.6000003815
53.308,32.555,22.5
53.308,32.555,23
53.271,32.589,21
53.271,32.589,22.8999996185
53.069,32.604,22.5
53.069,32.604,23.7000007629
52.718,32.604,25.7999992371
52.718,32.604,27
52.574,32.652,26.2000007629
52.574,32.652,27.7999992371
52.718,32.604,28.8999996185
52.718,32.604,29.7000007629
52.574,32.652,28.2000007629
52.574,32.652,33.0999984741
52.574,32.652,28.7999992371
52.574,32.652,33
52.087,32.721,35.2000007629
52.087,32.721,32.7999992371
51.878,32.744,32.0999984741
51.878,32.744,30.5
51.557,32.77,30.1000003815
51.557,32.77,28.2999992371
51.878,32.744,28.7000007629
51.878,32.744,27.7999992371
51.547,32.776,29.8999996185
51.547,32.776,29.7999992371
51.557,32.77,30.2999992371
51.557,32.77,30.7999992371
51.557,32.77,30.6000003815
51.557,32.77,28.7999992371
51.557,32.77,27.1000003815
51.557,32.77,26.6000003815
51.557,32.77,24
51.557,32.77,22.8999996185
51.557,32.77,20.7000007629
51.557,32.77,20.1000003815
51.557,32.77,18.5
51.557,32.77,17
51.557,32.77,15.1999998093
51.557,32.77,14.3000001907
50.229,32.9,11.8000001907
50.229,32.9,10.8000001907
51.547,32.776,10.6000003815
51.547,32.776,8.30000019073
50.271,32.919,8.60000038147
50.271,32.919,5.80000019073
50.454,32.93,5.69999980927
50.454,32.93,6
50.601,32.939,6
50.601,32.939,6.90000009537
50.659,32.939,5.90000009537
50.659,32.939,4
50.593,32.944,5.90000009537
50.593,32.944,5.80000019073
50.659,32.939,5.80000019073
50.659,32.939,5
50.593,32.952,5.69999980927
50.593,32.952,4.30000019073
50.744,32.958,7.69999980927
50.744,32.958,7
50.896,32.957,6.5
50.965,32.953,7.59999990463
50.965,32.953,7.40000009537
50.836,32.934,8.30000019073
50.836,32.934,8.69999980927
50.965,32.953,6.80000019073
50.965,32.953,8.5
50.834,32.919,6.40000009537
50.834,32.919,9.5
50.886,32.909,12
50.886,32.909,11.8999996185
50.978,32.899,11
50.886,32.909,9.60000038147
50.886,32.909,11
50.886,32.909,11.1000003815
50.886,32.909,10.1000003815
50.956,32.857,8.89999961853
50.956,32.857,6.40000009537
50.92,32.855,5.5
50.92,32.855,4.59999990463
50.851,32.848,3
50.851,32.848,3
50.851,32.848,3.90000009537
50.851,32.848,4.09999990463
50.851,32.848,1.10000002384
50.851,32.848,2.29999995232
50.851,32.848,1.10000002384
50.851,32.848,0
50.851,32.848,1.29999995232
50.851,32.848,1.89999997616
50.851,32.848,2.70000004768
50.851,32.848,6
50.851,32.848,6.59999990463
50.851,32.848,6.5
50.851,32.848,4.19999980927
50.851,32.848,3.40000009537
50.851,32.848,4.69999980927
50.851,32.848,5.59999990463
49.445,32.876,5.40000009537
49.445,32.876,6.90000009537
49.626,32.866,7.40000009537
49.626,32.866,9.10000038147
49.643,32.856,10.3999996185
49.643,32.856,10.1000003815
49.626,32.866,11.1999998093
49.626,32.866,11.6000003815
49.773,32.85,10.3999996185
49.891,32.841,7.69999980927
49.637,32.825,6.09999990463
49.637,32.825,5.80000019073
49.579,32.815,5.09999990463
49.579,32.815,5.59999990463
49.637,32.825,5.69999980927
49.637,32.825,6.30000019073
49.627,32.808,5.19999980927
49.627,32.808,6
49.579,32.815,5
49.579,32.815,6.09999990463
49.579,32.815,6.30000019073
49.579,32.815,1.60000002384
49.579,32.815,3
49.579,32.815,0.40000000596
49.579,32.815,0
49.579,32.815,0
49.579,32.815,0.600000023842
49.579,32.815,0.800000011921
49.579,32.815,1.20000004768
49.579,32.815,0
49.579,32.815,0
49.579,32.815,0
50.43,32.86,0
50.43,32.86,0
50.194,32.866,0
50.43,32.86,0
50.43,32.86,0
50.43,32.86,0
50.43,32.86,0
49.666,32.886,0
49.666,32.886,0
49.301,32.905,0
49.301,32.905,0
49.666,32.886,0
49.666,32.886,0
49.666,32.886,0
49.666,32.886,0
49.666,32.886,0
49.666,32.886,0
49.666,32.886,0
49.666,32.886,0
49.666,32.886,0
49.666,32.886,0
49.666,32.886,0
49.666,32.886,0
46.767,33.221,0
46.767,33.221,0
49.301,32.905,0
49.301,32.905,0
46.767,33.221,0
46.767,33.221,0
46.842,33.282,0
46.842,33.282,0
46.696,33.307,0
46.696,33.307,0
46.54,33.329,0
46.54,33.329,0
46.421,33.364,0
46.421,33.364,0
46.54,33.329,0
46.54,33.329,0.20000000298
46.203,33.408,0
46.203,33.408,0
46.203,33.408,0
45.688,33.556,0
45.688,33.556,0
45.523,33.604,0
45.523,33.604,0
45.688,33.556,0
45.688,33.556,0
45.45,33.649,0
45.45,33.649,0
45.553,33.701,0
45.553,33.701,0
45.45,33.649,0
45.45,33.649,0
45.45,33.649,0
45.45,33.649,0
45.45,33.649,0
45.45,33.649,0
45.45,33.649,0
45.45,33.649,0
45.45,33.649,0
45.45,33.649,0
45.45,33.649,0
45.676,33.897,0
45.676,33.897,0
45.765,33.904,0
45.765,33.904,0
45.992,33.907,0
45.992,33.907,0
45.765,33.904,0
45.765,33.904,0
45.765,33.904,0
45.765,33.904,0
45.765,33.904,0
45.765,33.904,0
45.765,33.904,0
45.765,33.904,0
45.765,33.904,0
45.765,33.904,0
45.765,33.904,0
45.765,33.904,0
45.765,33.904,0
45.765,33.904,0
48.847,33.788,0
48.847,33.788,0
48.963,33.745,0
48.963,33.745,0
48.963,33.745,0
48.95,33.733,0
48.95,33.733,0
48.988,33.721,0
48.95,33.733,0
48.95,33.733,0
49.115,33.71,0
49.115,33.71,0
49.329,33.694,0
49.329,33.694,0
49.329,33.694,0
49.329,33.694,0
49.119,33.612,0
49.119,33.612,0
49.329,33.694,0
49.329,33.694,0
49.136,33.587,0
49.136,33.587,0
49.087,33.565,0
49.087,33.565,0
49.124,33.523,0
49.124,33.523,0
49.087,33.565,0
49.087,33.565,0
49.129,33.501,0
49.129,33.501,0
49.062,33.487,0
49.062,33.487,0
49.129,33.501,0
49.129,33.501,0
49.129,33.501,0
49.129,33.501,0
49.129,33.501,0
49.129,33.501,0
48.934,33.519,0
48.934,33.519,0
48.758,33.537,0
48.758,33.537,0
48.644,33.559,0
48.644,33.559,0
48.644,33.559,0
48.644,33.559,0
48.644,33.559,0
48.644,33.559,0
48.644,33.559,0
48.644,33.559,0
48.644,33.559,0
48.644,33.559,0
48.644,33.559,0
48.644,33.559,0
48.644,33.559,0
48.644,33.559,0
48.848,33.559,0
48.848,33.559,0
48.644,33.559,0
48.644,33.559,0
49.014,33.728,0
49.014,33.728,0
48.981,33.728,0
48.981,33.728,0
48.891,33.732,0
48.891,33.732,0
48.651,33.738,0
48.651,33.738,0
48.891,33.732,0
48.891,33.732,0
48.496,33.746,0
48.496,33.746,0
48.496,33.763,0
48.496,33.763,0
48.404,33.771,0
48.404,33.771,0
48.257,33.778,0
48.257,33.778,0
48.404,33.771,0
48.404,33.771,0
48.137,33.787,0
48.137,33.787,0
48.014,33.801,0
48.014,33.801,0
48.103,33.817,0
48.103,33.817,0
48.531,33.85,0
48.531,33.85,0
48.798,33.867,0
48.798,33.867,0
48.531,33.85,0
48.531,33.85,0
48.798,33.867,0
48.798,33.867,0
48.798,33.867,0
48.798,33.867,0
49.006,33.938,0
49.006,33.938,0
48.967,33.99,0
48.967,33.99,0
49.006,33.938,0
49.006,33.938,0
48.829,34.016,0
48.829,34.016,0
48.611,34.05,0
48.611,34.05,0
48.829,34.016,0
48.829,34.016,0
48.829,34.016,0
48.829,34.016,0
48.829,34.016,0
48.829,34.016,0
48.829,34.016,0
48.829,34.016,0
48.829,34.016,0
48.829,34.016,0
48.829,34.016,0
48.829,34.016,0
46.037,34.298,0
46.037,34.298,0
48.611,34.05,0
48.611,34.05,0
46.458,34.31,0
46.458,34.31,0
46.563,34.312,0
46.563,34.312,0
46.485,34.318,0
46.485,34.318,0
46.392,34.323,0
46.392,34.323,0
46.339,34.338,0
46.339,34.338,0
46.392,34.323,0
46.392,34.323,0
46.381,34.36,0
46.381,34.36,0
